# NAU Concrete Canoe 2026 — Design C CNC Coordinates
# Design C — Long & Stable (Speed)
# Hull: 216" × 36" × 18", thickness 0.5"
# Stations every 6.0" (37 stations)
# Format: Station_Number, Position_in, X_coord, Y_coord
# Cross-section: V-bottom, deadrise=15°, depth=18"
# Origin: keel centerline at bottom

Station, Pos(in), X(in), Y(in)
# --- Station 0 at 0" (beam=0.0") ---
32, 192.0, -1.847, 0.495
32, 192.0, -1.231, 0.330
32, 192.0, -0.616, 0.165
32, 192.0, 0.000, 0.000
32, 192.0, 0.616, 0.165
32, 192.0, 1.231, 0.330
32, 192.0, 1.847, 0.495
32, 192.0, 2.463, 0.660
32, 192.0, 3.078, 0.825
32, 192.0, 3.694, 0.990
32, 192.0, 4.309, 1.155
32, 192.0, 4.925, 1.320
32, 192.0, 5.541, 1.485
32, 192.0, 6.156, 1.650
32, 192.0, 6.156, 18.000
32, 192.0, -6.156, 18.000
# --- Station 33 at 198" (beam=9.3") ---
33, 198.0, -4.659, 1.248
33, 198.0, -4.193, 1.123
33, 198.0, -3.727, 0.999
33, 198.0, -3.261, 0.874
33, 198.0, -2.795, 0.749
33, 198.0, -2.329, 0.624
33, 198.0, -1.863, 0.499
33, 198.0, -1.398, 0.374
33, 198.0, -0.932, 0.250
33, 198.0, -0.466, 0.125
33, 198.0, 0.000, 0.000
33, 198.0, 0.466, 0.125
33, 198.0, 0.932, 0.250
33, 198.0, 1.398, 0.374
33, 198.0, 1.863, 0.499
33, 198.0, 2.329, 0.624
33, 198.0, 2.795, 0.749
33, 198.0, 3.261, 0.874
33, 198.0, 3.727, 0.999
33, 198.0, 4.193, 1.123
33, 198.0, 4.659, 1.248
33, 198.0, 4.659, 18.000
33, 198.0, -4.659, 18.000
# --- Station 34 at 204" (beam=6.3") ---
34, 204.0, -3.126, 0.838
34, 204.0, -2.813, 0.754
34, 204.0, -2.501, 0.670
34, 204.0, -2.188, 0.586
34, 204.0, -1.875, 0.503
34, 204.0, -1.563, 0.419
34, 204.0, -1.250, 0.335
34, 204.0, -0.938, 0.251
34, 204.0, -0.625, 0.168
34, 204.0, -0.313, 0.084
34, 204.0, 0.000, 0.000
34, 204.0, 0.313, 0.084
34, 204.0, 0.625, 0.168
34, 204.0, 0.938, 0.251
34, 204.0, 1.250, 0.335
34, 204.0, 1.563, 0.419
34, 204.0, 1.875, 0.503
34, 204.0, 2.188, 0.586
34, 204.0, 2.501, 0.670
34, 204.0, 2.813, 0.754
34, 204.0, 3.126, 0.838
34, 204.0, 3.126, 18.000
34, 204.0, -3.126, 18.000
# --- Station 35 at 210" (beam=3.1") ---
35, 210.0, -1.569, 0.420
35, 210.0, -1.412, 0.378
35, 210.0, -1.255, 0.336
35, 210.0, -1.098, 0.294
35, 210.0, -0.941, 0.252
35, 210.0, -0.784, 0.210
35, 210.0, -0.628, 0.168
35, 210.0, -0.471, 0.126
35, 210.0, -0.314, 0.084
35, 210.0, -0.157, 0.042
35, 210.0, 0.000, 0.000
35, 210.0, 0.157, 0.042
35, 210.0, 0.314, 0.084
35, 210.0, 0.471, 0.126
35, 210.0, 0.628, 0.168
35, 210.0, 0.784, 0.210
35, 210.0, 0.941, 0.252
35, 210.0, 1.098, 0.294
35, 210.0, 1.255, 0.336
35, 210.0, 1.412, 0.378
35, 210.0, 1.569, 0.420
35, 210.0, 1.569, 18.000
35, 210.0, -1.569, 18.000
# --- Station 36 at 216" (beam=0.0") ---
36, 216.0, 0.000, 0.000
